-7.76E+06,-1.34E+07,-1.15E+07,-4.98E+06,-6.16E+06,-1.24E+07,-1.17E+07,-1.90E+06
-6.17E+06,-1.06E+07,-6.76E+06,-1.05E+06,4.76E+06,-1.08E+07,-9.16E+06,-3.98E+06
-2.06E+06,7.77E+05,3.00E+06,-2.03E+06,-1.08E+07,-1.04E+07,-5.06E+06,-8.55E+06
6.02E+05,6.61E+06,6.74E+06,-3.75E+06,-1.33E+07,-1.03E+07,-6.54E+06,-1.52E+07
4.19E+06,1.83E+06,2.17E+05,-3.56E+06,-7.16E+06,-6.55E+06,-8.51E+06,-1.75E+07
8.95E+06,-2.28E+06,-4.11E+06,-1.55E+05,7.74E+05,-8.00E+05,-3.79E+06,-1.07E+07
1.22E+07,3.49E+06,3.14E+06,6.01E+06,4.71E+06,3.18E+06,3.96E+06,-9.53E+05
1.59E+07,1.52E+07,1.33E+07,9.55E+06,4.85E+06,3.96E+06,6.38E+06,2.57E+06
